time_of_day,avg_condition_8,avg_condition_6,avg_condition_10,avg_condition_1,avg_condition_7,avg_condition_12,avg_condition_4,avg_condition_21,avg_condition_20,avg_condition_19,avg_condition_18,avg_condition_17,avg_condition_5,avg_condition_15,avg_condition_9,avg_condition_3,avg_condition_13,avg_condition_22,avg_condition_11,avg_condition_14,avg_condition_16,avg_condition_23,avg_condition_2,avg_control_1,avg_control_21,avg_control_10,avg_control_17,avg_control_30,avg_control_15,avg_control_3,avg_control_27,avg_control_26,avg_control_25,avg_control_24,avg_control_18,avg_control_22,avg_control_20,avg_control_19,avg_control_29,avg_control_23,avg_control_16,avg_control_14,avg_control_13,avg_control_11,avg_control_9,avg_control_8,avg_control_7,avg_control_6,avg_control_5,avg_control_4,avg_control_31,avg_control_12,avg_control_32,avg_control_28,avg_control_2
06:00,15.38,25.33,69.27,0.50,48.07,0.00,44.73,3.29,3.83,5.27,120.93,19.80,4.60,8.40,6.07,15.73,45.39,17.53,48.44,70.93,3.79,8.45,218.00,10.47,245.23,146.87,8.50,63.00,0.00,0.84,155.71,38.17,618.07,46.80,0.00,17.60,22.95,197.79,21.41,46.67,83.94,59.20,57.47,95.29,13.90,348.90,6.00,3.31,54.64,13.64,0.64,8.62,7.94,128.47,11.77
06:01,34.00,14.07,29.47,24.38,44.20,12.67,88.67,0.79,0.00,7.00,88.60,1.33,30.33,44.33,14.71,44.53,33.67,6.20,52.31,139.20,0.31,43.27,170.00,10.97,269.59,102.73,23.70,21.80,7.00,1.91,377.71,2.30,527.13,9.13,1.76,5.93,24.55,177.16,71.65,16.27,131.18,137.13,43.67,100.12,2.00,444.15,10.17,3.08,53.42,41.36,6.72,8.04,9.75,143.24,9.14
06:02,15.92,0.33,46.07,28.56,33.93,1.47,213.80,0.36,0.00,9.80,175.13,8.67,5.53,4.87,5.57,60.53,36.56,4.27,19.19,92.00,8.48,34.09,181.96,11.58,290.05,184.53,36.80,15.00,38.87,0.62,425.00,46.57,607.93,0.00,20.00,10.67,36.23,168.16,36.71,33.73,201.71,164.80,55.07,81.82,2.30,450.75,9.78,3.08,43.70,0.77,17.22,6.79,0.17,161.29,1.36
06:03,17.69,1.87,40.00,1.69,62.33,7.27,99.20,0.00,0.00,17.00,103.33,2.40,7.73,39.13,15.79,63.33,13.94,25.47,51.06,215.07,4.52,8.64,180.89,14.72,253.00,204.73,78.50,41.60,24.20,2.44,601.93,48.22,453.60,4.07,20.24,11.27,23.77,132.00,55.53,133.93,171.71,110.60,93.60,45.94,2.00,403.00,6.83,23.89,44.91,51.50,10.61,13.42,0.00,147.00,28.86
06:04,1.54,9.40,26.00,4.38,12.47,8.60,121.07,10.43,2.00,34.67,67.87,9.73,1.13,37.33,3.36,28.67,13.00,3.67,40.06,234.53,8.28,20.50,179.70,22.39,186.95,152.07,55.25,18.00,26.40,0.00,780.71,22.65,501.67,4.87,1.88,5.80,32.68,127.16,22.71,194.80,128.35,148.67,89.40,85.94,10.55,392.95,11.11,13.17,44.82,7.27,6.78,2.71,3.47,76.24,13.18
06:05,0.23,41.73,13.87,9.44,73.60,9.60,55.00,3.64,6.17,1.80,83.33,3.73,12.73,8.53,16.93,12.40,26.33,15.47,50.50,176.27,1.59,11.77,227.44,12.36,125.64,257.87,72.05,23.60,23.67,2.16,586.71,31.70,529.60,0.00,41.71,6.07,20.77,87.58,1.47,144.67,151.88,145.67,128.53,131.76,2.15,353.05,14.78,7.97,36.88,4.73,9.50,47.50,1.22,36.53,14.32
06:06,24.62,10.13,15.07,9.69,66.13,20.53,39.13,8.00,13.61,11.73,40.53,2.00,15.40,0.00,19.50,42.00,15.67,7.00,24.00,193.13,0.21,3.91,232.19,24.61,202.45,395.27,57.95,25.87,19.87,2.29,342.93,78.43,422.73,6.80,0.00,4.80,37.64,171.21,29.06,193.07,198.65,242.73,166.67,97.76,2.55,391.70,9.81,23.89,75.03,34.32,1.17,44.46,0.19,22.41,1.27
06:07,44.00,22.80,7.33,6.12,37.87,19.13,47.20,26.64,24.33,1.07,47.47,0.20,6.13,9.33,10.71,56.93,10.61,42.67,58.62,193.47,0.41,28.27,157.22,11.36,210.73,313.87,60.30,14.87,23.07,6.02,267.86,68.70,289.07,4.67,32.65,12.80,103.00,161.84,1.47,134.80,193.41,261.13,181.40,112.35,55.80,364.45,2.69,22.47,78.73,7.05,2.53,69.79,4.47,30.59,4.18
06:08,62.85,5.07,43.20,12.75,21.93,4.33,95.93,0.57,22.00,4.60,61.00,2.13,11.00,28.60,25.86,45.87,28.00,10.53,39.38,167.33,0.31,14.59,181.67,14.25,172.00,347.47,72.15,10.07,3.60,2.13,226.79,101.52,355.07,12.40,4.59,20.53,25.77,107.79,25.00,109.53,258.82,180.47,110.33,110.18,61.40,289.60,9.17,45.75,92.67,41.45,5.75,36.00,0.22,10.88,2.73
06:09,5.85,0.00,43.40,0.50,11.27,12.60,81.93,61.79,11.22,7.60,94.33,1.53,16.53,2.07,7.36,58.13,23.28,23.47,24.00,100.07,1.00,11.41,241.89,34.56,168.41,439.80,77.40,71.87,2.80,0.98,471.14,100.61,354.33,14.93,12.00,5.20,24.59,125.00,1.82,75.60,241.00,173.00,96.13,71.47,4.15,233.70,10.47,14.22,54.73,35.45,17.17,38.67,16.25,43.41,12.41
06:10,7.00,0.00,23.80,3.25,15.80,8.93,41.47,7.21,0.00,4.87,117.67,5.20,12.93,7.93,7.86,50.40,6.89,7.07,22.50,96.47,3.24,2.32,224.26,17.50,118.82,422.80,136.35,33.20,23.33,1.51,718.29,37.74,312.73,3.67,10.65,4.67,45.73,136.47,1.47,145.67,193.12,204.13,86.60,108.53,2.15,244.15,2.47,50.47,80.55,44.09,34.25,39.08,0.97,26.12,33.73
06:11,6.08,11.73,18.93,1.69,75.87,9.67,52.73,1.93,4.22,0.33,99.07,19.07,26.73,3.13,9.64,50.93,6.28,3.47,11.50,126.93,0.62,0.00,282.48,10.47,155.27,518.73,102.35,16.80,0.00,0.00,1093.14,53.65,298.93,0.00,1.71,14.60,61.27,168.68,1.47,134.73,195.47,158.33,142.33,101.12,2.30,256.10,13.08,59.19,91.67,3.50,1.53,26.29,2.64,25.47,40.14
06:12,3.77,5.53,27.20,16.56,28.53,4.20,189.00,12.93,12.00,0.93,52.40,3.87,5.33,0.00,42.36,16.07,25.06,4.20,12.81,126.33,17.90,9.27,337.15,10.47,166.55,340.40,29.35,37.07,35.47,8.73,1360.43,50.22,239.13,3.87,30.12,7.47,121.86,291.68,10.53,215.13,191.71,142.73,207.87,100.65,4.80,263.25,10.14,43.44,74.91,36.00,7.94,10.46,6.81,39.06,44.82
06:13,14.08,0.00,27.80,3.56,25.53,1.93,102.80,20.14,0.00,59.20,53.47,12.87,15.47,58.07,9.00,22.80,38.39,4.93,93.12,113.67,0.41,8.23,379.78,26.33,117.73,336.60,38.30,35.93,4.53,0.00,1171.50,64.83,207.93,26.47,9.35,19.07,77.41,249.32,2.12,161.60,235.29,195.33,180.60,119.94,6.95,242.05,10.72,29.89,49.12,9.86,19.67,17.04,0.28,4.82,47.64
06:14,6.77,0.00,21.87,1.44,22.80,13.67,126.67,0.00,5.94,89.67,80.80,2.40,13.07,31.80,15.00,33.40,38.44,1.73,59.81,26.87,7.72,6.27,366.70,10.47,171.64,360.33,41.95,43.40,7.13,0.76,850.57,43.61,237.13,9.93,3.76,17.53,104.36,254.05,34.88,169.80,210.18,281.13,74.00,119.41,4.45,199.95,4.64,36.78,79.76,13.32,3.69,24.38,0.86,5.82,4.45
06:15,0.23,2.20,8.93,7.81,16.93,5.87,28.00,6.21,10.00,110.73,39.67,9.00,16.67,23.07,10.86,28.07,55.00,9.47,65.81,65.93,0.41,23.23,428.56,10.47,143.45,390.40,122.20,51.13,62.67,0.00,759.14,34.00,282.33,8.33,33.41,4.73,59.18,139.26,14.29,271.80,279.82,315.40,54.27,88.76,8.45,279.60,3.67,33.06,133.85,1.77,0.28,26.21,0.00,20.94,35.00
06:16,4.92,56.33,1.73,0.38,18.00,4.33,12.53,20.21,9.33,42.47,33.87,2.33,64.33,88.47,0.21,17.60,20.06,24.80,96.62,26.33,0.59,13.86,366.52,10.47,147.73,483.00,112.95,32.80,134.53,2.00,770.07,21.35,277.47,3.47,21.59,17.33,73.00,244.79,17.00,253.53,259.94,356.40,61.47,85.76,2.30,357.80,5.00,24.47,92.33,2.91,0.00,37.96,6.69,28.18,4.05
06:17,6.54,0.00,5.13,15.44,23.13,25.40,13.60,3.00,12.00,31.07,79.53,1.47,20.73,46.40,10.14,6.80,27.50,0.33,70.81,61.40,0.31,34.82,363.70,10.47,150.00,377.53,84.05,14.27,159.67,5.82,814.57,29.65,207.47,13.47,4.24,19.73,180.68,267.37,1.47,218.93,266.71,382.93,81.33,86.41,8.90,307.15,12.22,22.25,178.70,11.95,0.00,52.75,0.17,13.12,3.77
06:18,10.46,11.67,8.67,3.94,21.60,0.67,15.47,8.79,0.00,118.80,72.47,4.40,15.67,140.27,17.00,29.67,40.39,12.67,50.81,57.73,4.72,31.41,436.00,11.81,157.82,409.53,110.65,19.60,178.60,8.00,911.71,31.30,229.60,4.73,26.35,6.67,100.86,257.58,1.47,292.33,304.65,413.93,100.27,112.24,2.30,222.80,6.58,26.25,106.48,5.82,7.89,57.92,0.11,33.65,0.77
06:19,26.69,4.87,43.93,0.00,44.00,21.00,15.07,9.36,0.28,64.40,47.60,11.13,15.20,102.60,37.00,18.73,60.00,31.27,15.69,45.40,0.21,12.00,426.48,13.08,157.23,370.53,83.70,5.73,91.73,0.09,727.21,58.78,319.80,11.47,9.24,9.73,86.09,291.89,39.76,318.07,169.00,154.00,126.80,97.76,15.55,376.05,12.28,29.61,152.03,22.27,5.11,76.67,2.67,22.59,1.36
06:20,8.46,5.40,16.53,4.56,10.60,3.73,84.00,3.79,7.28,42.93,60.13,10.87,13.00,64.93,6.57,5.00,95.17,24.07,22.00,76.27,1.21,10.86,491.19,10.56,104.41,375.07,102.40,19.87,127.67,14.13,956.79,79.57,274.73,1.00,11.06,4.67,138.32,282.89,40.53,320.93,175.59,233.53,135.00,77.88,3.10,255.80,12.33,32.19,185.18,36.77,4.69,69.12,2.22,10.76,29.77
06:21,2.08,13.47,4.33,0.00,32.60,3.13,20.40,21.21,0.00,12.40,41.87,5.93,10.40,102.07,15.36,37.13,62.39,13.00,72.62,64.47,7.62,5.27,302.63,11.31,174.41,422.60,119.95,4.27,102.00,18.84,589.50,80.91,285.00,0.00,1.06,4.33,157.68,279.37,14.82,381.67,185.06,246.93,128.47,83.00,28.45,391.85,15.75,30.22,180.91,8.45,3.17,49.25,7.50,111.88,1.91
06:22,10.54,13.93,10.93,8.38,7.93,2.27,25.67,30.29,0.00,44.67,64.67,0.53,17.60,59.93,15.57,6.60,81.78,14.33,40.44,46.53,0.41,0.14,228.63,10.39,156.41,341.73,148.75,32.80,106.00,22.82,883.00,56.00,351.40,13.93,4.82,13.80,121.77,326.79,5.59,353.93,194.35,325.40,145.87,73.00,26.45,531.55,5.25,66.25,202.27,0.77,6.97,26.00,2.78,167.41,20.64
06:23,0.23,57.27,16.53,35.62,8.60,23.67,55.00,2.14,0.00,55.07,36.33,1.07,10.67,75.07,21.07,6.87,9.67,0.47,53.38,56.13,15.17,29.09,256.67,22.75,218.45,266.20,111.00,14.60,210.00,10.56,664.71,56.17,336.67,11.07,6.00,6.93,136.55,370.32,38.47,311.47,158.06,317.40,245.33,103.18,4.30,551.35,9.97,23.08,156.42,0.64,8.67,31.79,3.47,166.18,7.86
06:24,15.08,7.93,22.20,20.38,29.27,4.80,55.27,0.21,4.06,53.67,33.00,3.87,8.87,58.40,17.00,13.27,26.67,27.13,64.56,138.00,6.07,64.91,243.33,22.42,220.82,214.80,100.20,6.13,312.67,13.82,778.00,56.57,288.47,1.93,15.24,16.13,161.77,233.53,7.76,295.27,225.65,385.67,171.40,90.71,2.80,409.05,16.56,17.22,171.61,0.77,6.50,54.54,9.17,103.71,3.32
06:25,48.23,0.20,18.20,6.75,13.67,4.60,16.13,11.29,1.17,11.60,12.47,2.80,9.87,55.00,4.93,31.27,54.22,37.27,32.44,122.60,0.41,59.41,247.19,24.22,231.45,177.73,147.55,24.73,557.20,31.27,684.64,109.74,287.20,0.20,31.18,14.40,191.86,189.32,12.65,317.27,158.71,533.40,181.07,89.18,26.95,397.10,15.14,27.78,201.39,0.64,0.28,56.88,0.47,175.00,12.68
06:26,62.62,4.73,7.20,5.69,38.67,0.20,26.20,0.00,6.61,42.73,39.00,4.33,1.93,86.00,5.79,16.27,130.67,30.47,94.44,152.27,2.41,56.95,216.70,10.69,233.86,201.87,136.40,122.80,680.33,20.56,715.00,118.43,327.33,1.40,6.82,4.87,248.45,288.95,17.94,242.47,205.12,464.60,316.07,107.06,41.80,366.65,6.64,30.61,242.42,7.95,0.14,49.00,1.97,59.88,0.00
06:27,31.85,4.73,30.73,0.88,15.73,5.00,15.60,8.57,0.00,73.67,100.53,5.87,7.60,77.20,2.00,4.93,70.17,0.80,55.94,166.27,4.55,20.86,234.59,14.44,186.73,201.13,122.40,32.73,776.60,21.76,478.00,50.83,364.53,3.47,7.12,4.33,188.36,295.68,5.24,360.40,191.47,418.13,363.47,124.65,28.50,265.05,9.56,36.72,225.27,42.77,0.06,56.75,1.50,80.71,20.95
06:28,0.46,12.80,3.40,0.00,26.20,0.00,43.07,4.14,0.78,12.47,67.33,1.60,2.53,143.27,22.43,22.33,61.11,9.40,63.69,250.53,0.31,0.00,256.63,22.53,244.68,247.93,140.30,22.60,874.47,11.47,386.79,66.17,402.20,15.73,5.41,4.27,200.50,274.00,16.71,335.80,148.71,564.93,327.00,135.41,17.10,282.65,6.28,40.81,164.61,1.09,6.67,64.33,0.00,124.59,14.82
06:29,7.15,24.87,16.47,1.12,54.80,4.60,36.27,24.50,0.00,0.20,94.80,4.33,2.47,99.00,6.14,8.80,102.67,0.00,91.75,305.53,1.83,36.68,310.59,13.83,248.95,333.80,120.45,41.13,713.80,17.04,346.93,29.52,648.20,33.13,1.41,7.07,214.82,329.47,13.06,290.67,147.53,484.60,349.53,152.94,28.90,205.80,7.19,53.78,184.91,36.59,5.19,78.62,0.00,64.41,2.36
06:30,16.23,81.40,13.20,5.25,29.73,0.00,37.13,1.50,0.00,8.00,44.47,8.07,3.67,62.20,7.86,8.33,83.00,8.40,26.31,194.33,12.59,82.95,318.96,24.39,172.91,352.67,110.10,16.67,803.87,12.51,298.43,39.00,570.73,12.40,2.06,15.27,267.50,254.89,17.41,241.93,172.47,514.07,312.33,122.76,71.50,224.10,15.75,68.47,156.21,28.32,0.69,84.58,7.86,72.06,2.36
06:31,2.23,8.20,35.53,5.75,53.67,0.00,67.53,9.93,0.00,117.40,77.87,1.73,25.13,116.47,9.43,10.93,21.00,9.07,30.94,193.47,0.93,37.50,364.85,28.94,173.14,372.80,109.20,77.20,588.20,18.24,137.07,44.09,654.73,9.13,1.59,4.93,177.09,282.32,39.29,260.40,161.00,385.53,335.20,98.76,123.05,160.50,5.39,33.33,106.91,1.55,26.28,104.92,6.72,35.59,19.91
06:32,8.46,35.33,28.87,5.88,59.27,0.40,150.87,7.07,0.00,170.40,121.47,0.40,53.20,77.80,14.36,17.20,9.17,49.33,51.31,162.20,1.90,42.77,253.04,10.56,240.00,479.20,143.85,78.53,629.00,11.20,113.14,50.74,592.47,14.13,0.35,39.73,167.00,301.16,38.47,190.20,185.00,363.20,224.80,180.24,86.45,183.90,9.78,28.39,99.67,0.64,7.81,57.96,9.94,4.76,22.50
06:33,4.15,36.67,42.20,8.44,36.07,0.47,155.40,0.36,0.00,133.73,91.47,25.93,29.07,179.47,27.29,16.40,29.50,20.20,24.81,187.87,3.69,17.23,256.56,13.97,221.68,562.00,162.75,15.20,593.00,28.13,48.21,42.91,667.60,6.60,46.71,19.13,244.14,139.53,122.88,203.40,132.65,464.47,208.73,226.12,80.40,172.60,7.06,53.83,72.76,18.00,31.06,42.54,0.42,63.53,18.23
06:34,9.38,21.93,15.40,2.88,51.93,5.53,137.93,4.57,0.00,125.27,46.53,9.07,2.67,54.73,2.93,31.20,62.56,70.13,13.94,152.80,1.93,0.00,270.33,22.25,237.18,528.20,239.95,37.93,479.33,24.20,60.71,55.26,671.60,1.33,3.65,4.60,211.50,315.89,38.82,162.27,148.65,443.73,189.07,222.82,79.60,84.70,9.14,18.17,93.03,0.64,6.56,65.33,2.08,116.82,21.23
06:35,22.62,35.20,9.67,0.00,104.07,2.73,42.20,2.86,4.22,141.93,103.00,15.93,21.33,83.33,8.29,24.33,92.28,13.47,23.69,202.33,0.38,1.59,211.19,11.31,203.41,465.40,184.35,6.87,423.67,20.56,138.36,78.04,530.33,11.47,6.00,20.60,224.09,362.95,52.35,160.27,144.94,396.60,199.33,229.06,57.15,122.55,6.06,29.83,97.00,18.32,22.33,74.46,10.11,141.41,50.23
06:36,15.92,67.73,18.60,5.25,48.73,0.60,42.33,6.93,28.61,230.00,35.13,27.27,62.80,80.67,5.93,11.20,26.61,16.60,32.06,149.87,0.31,9.18,206.00,17.44,160.68,430.80,160.75,11.33,449.93,20.69,114.36,54.09,524.13,9.27,17.59,5.20,274.14,385.53,39.65,254.27,134.12,413.07,219.80,284.18,27.70,237.35,2.83,14.47,55.42,0.77,10.08,61.12,0.22,77.94,77.14
06:37,0.23,40.27,4.13,2.56,70.60,2.87,72.47,6.57,51.00,123.20,44.13,1.40,19.87,51.53,37.64,22.73,48.89,11.40,38.44,151.27,10.97,11.86,211.48,10.47,188.86,397.07,188.70,50.40,437.00,11.60,83.14,63.35,490.73,6.20,23.65,7.67,224.91,304.79,11.24,174.33,180.41,418.40,183.07,284.71,24.15,234.80,4.83,28.89,75.52,5.55,26.17,71.67,2.36,163.41,11.00
06:38,0.23,44.47,18.07,4.75,33.20,1.07,73.47,2.29,12.00,35.20,19.27,32.20,15.93,27.07,33.29,56.27,43.94,12.47,6.62,176.27,0.52,6.64,192.93,12.14,217.27,353.33,132.55,6.00,474.40,42.02,84.71,80.70,570.80,32.60,18.00,90.00,270.23,335.74,51.24,141.33,174.24,414.27,269.73,276.65,24.20,361.60,3.64,11.58,100.58,0.64,15.58,89.83,1.89,207.59,10.55
06:39,0.23,47.27,10.00,4.06,21.13,1.47,95.20,3.50,0.00,79.73,17.80,18.33,35.93,67.33,12.64,45.40,79.50,13.47,23.06,181.40,12.21,0.45,215.63,10.47,191.50,455.07,124.35,2.60,453.53,47.82,122.00,114.17,631.93,14.53,1.24,26.80,342.05,348.58,49.35,199.73,230.59,425.00,266.73,282.18,30.15,429.90,5.28,16.03,73.97,21.64,24.31,73.42,2.00,261.94,4.91
06:40,0.23,15.13,28.27,1.50,41.20,0.00,113.07,0.00,0.00,15.60,55.87,35.93,28.27,50.53,15.71,41.87,43.61,1.73,26.88,228.27,7.76,2.41,209.70,10.56,230.95,428.87,138.65,35.20,480.60,37.64,176.36,88.52,568.47,11.07,21.18,5.07,341.59,370.47,55.35,154.13,172.65,447.07,185.20,234.65,38.95,334.45,14.11,24.86,121.48,18.86,21.33,77.88,2.64,263.18,26.18
06:41,0.23,16.60,7.53,3.25,41.53,0.40,68.33,5.43,2.39,29.20,21.80,1.13,21.33,99.67,28.64,50.60,16.28,0.60,11.19,125.07,24.76,15.18,203.22,10.53,219.41,296.73,155.35,43.87,445.07,37.58,127.50,89.52,477.20,10.40,3.24,6.93,337.82,298.00,58.82,165.40,187.24,488.60,205.93,267.65,34.45,415.60,5.17,28.75,129.30,17.41,41.39,59.25,6.06,240.18,12.64
06:42,0.23,12.60,9.00,5.62,24.80,10.40,164.60,7.79,0.00,55.13,88.40,4.13,9.13,34.80,13.71,31.00,10.78,0.00,16.00,85.47,0.31,0.45,152.04,10.56,197.95,389.47,174.30,35.40,494.67,41.89,74.14,151.04,520.47,13.60,0.18,4.33,297.68,328.53,271.12,213.93,169.47,418.67,209.67,194.12,32.35,328.30,5.67,26.86,128.18,16.55,34.94,77.42,28.53,268.65,6.18
06:43,59.31,141.20,48.20,9.88,12.93,38.53,82.60,0.00,0.00,28.60,41.80,3.53,5.73,23.33,1.79,11.00,63.17,11.67,14.94,37.07,3.45,15.59,232.26,12.83,178.59,357.27,157.15,19.87,367.07,24.87,144.93,120.00,518.27,0.53,0.00,23.00,292.82,327.74,480.82,202.07,196.76,362.20,232.80,201.12,39.50,338.70,7.14,45.44,134.70,7.86,51.47,69.04,10.17,265.71,4.68
06:44,23.62,108.73,53.60,29.88,21.07,21.47,115.00,6.21,10.83,54.47,22.07,5.07,4.93,32.60,7.64,14.07,110.06,54.20,11.31,52.73,2.31,14.23,186.22,10.56,243.45,451.00,121.80,7.13,292.13,45.82,196.93,101.78,645.20,13.20,17.41,28.60,309.00,402.79,327.94,134.20,202.35,361.60,221.73,253.82,59.90,356.25,4.31,43.28,142.12,1.91,22.33,93.96,19.86,375.65,16.64
06:45,10.31,71.27,66.53,36.31,18.07,55.00,74.20,0.43,14.56,24.00,26.87,0.33,0.00,87.80,26.36,33.00,92.39,14.53,32.31,76.80,9.24,1.36,166.59,16.75,205.45,392.00,119.05,5.60,216.20,52.73,235.14,118.30,571.40,2.87,3.06,24.33,426.91,297.47,270.24,190.13,263.41,328.73,193.07,128.94,44.25,252.05,12.89,86.33,150.36,10.45,43.94,89.25,24.78,427.06,19.64
06:46,51.00,45.67,48.07,1.69,11.60,72.00,106.53,3.14,21.22,64.47,25.27,0.73,0.53,84.93,27.79,71.33,63.11,4.13,18.94,120.67,10.76,10.27,166.63,16.75,186.18,331.27,118.30,11.87,157.93,44.40,246.64,124.83,651.67,11.67,4.47,44.60,354.73,282.21,285.71,197.13,260.00,362.67,184.33,142.00,28.85,265.10,6.06,52.42,118.88,10.27,76.25,68.54,37.25,376.47,12.59
06:47,60.00,55.40,7.47,0.56,23.93,47.87,54.07,1.93,13.28,128.80,12.87,6.87,23.20,36.20,43.14,9.00,74.39,0.20,17.06,109.40,3.55,7.45,193.07,34.25,171.55,433.07,159.50,41.47,248.87,61.20,258.07,64.52,427.33,9.27,6.06,7.73,265.59,405.79,321.12,228.53,267.41,321.33,177.00,169.82,35.05,259.55,5.00,71.67,178.76,0.64,50.67,108.04,20.58,464.53,0.00
06:48,18.46,65.00,28.73,22.19,88.47,14.80,146.07,20.57,32.22,102.40,19.40,6.33,4.60,64.13,19.50,16.73,48.50,7.13,30.75,99.20,0.21,1.95,237.33,21.25,159.05,378.40,162.50,16.53,173.07,59.02,235.50,71.96,515.93,25.80,17.12,18.80,242.73,370.16,507.06,223.20,170.47,219.07,139.07,113.94,30.25,294.80,10.36,99.28,195.36,0.64,105.69,60.62,23.22,377.00,11.95
06:49,11.85,60.07,13.20,34.81,17.07,59.00,203.33,0.00,35.22,24.13,11.33,6.67,0.00,66.00,8.00,23.80,64.83,9.47,0.00,97.33,0.41,2.82,319.70,29.00,151.27,336.60,169.95,108.00,134.80,39.18,296.64,165.87,746.80,0.00,34.18,31.20,286.91,406.74,430.76,220.53,162.82,275.20,91.27,122.41,17.45,267.00,16.58,86.33,187.21,0.77,57.31,82.21,34.08,266.12,51.86
06:50,3.92,50.53,5.33,5.69,42.40,37.33,91.07,3.71,4.22,122.00,37.47,5.40,14.13,125.67,49.07,4.87,36.72,4.87,3.75,128.27,0.59,13.00,353.19,23.25,175.23,391.87,144.65,133.60,160.20,48.44,465.57,194.78,656.27,9.33,23.41,9.20,268.00,172.21,416.65,218.67,295.88,275.27,96.33,67.88,18.85,213.20,14.64,65.89,177.33,17.23,119.42,114.62,58.75,293.41,19.45
06:51,21.46,115.20,25.53,35.19,26.87,39.73,129.40,8.71,7.89,88.00,63.40,29.47,4.07,67.87,5.21,17.47,93.67,18.93,5.81,116.80,2.83,1.73,321.96,17.44,124.14,458.40,160.30,28.27,161.73,68.47,427.57,238.52,758.07,9.87,34.35,43.80,323.32,180.16,412.06,206.13,270.00,244.47,25.27,95.35,12.25,228.10,39.92,69.36,159.58,0.50,75.56,50.96,60.14,325.35,0.50
06:52,8.62,125.13,20.60,5.88,25.93,39.60,162.13,13.36,0.00,114.20,57.73,11.60,4.13,67.40,15.50,20.27,52.28,15.80,18.19,96.20,11.55,11.00,323.41,22.08,104.18,302.07,175.85,66.33,319.73,55.69,516.43,164.52,700.27,3.47,47.47,5.13,357.95,329.26,404.65,218.87,167.12,347.93,54.67,118.18,27.45,214.75,19.28,112.33,184.39,2.68,57.67,62.67,41.47,278.41,32.09
06:53,0.38,128.20,34.07,12.56,35.40,63.80,104.80,0.00,0.00,38.33,62.27,21.93,0.67,67.40,26.86,64.07,83.06,4.87,0.00,51.53,3.41,8.95,280.81,21.69,105.27,303.20,143.00,66.40,535.13,37.62,415.29,180.09,651.47,7.93,57.53,4.20,413.59,308.21,326.65,283.67,194.41,365.67,49.60,201.41,30.85,134.25,3.22,123.28,166.88,3.23,83.50,52.17,27.75,255.24,15.23
06:54,1.54,175.87,35.33,39.25,40.40,117.60,119.60,0.93,4.78,13.27,40.07,15.07,0.20,90.20,3.64,22.13,114.72,33.33,3.12,52.67,1.59,5.95,318.56,18.06,112.77,486.40,215.20,31.93,552.87,43.02,529.00,167.17,427.00,16.07,82.41,17.13,338.91,219.26,273.12,248.67,223.88,353.13,32.40,160.59,9.10,153.45,6.72,101.33,154.09,2.14,45.83,53.21,56.58,247.76,30.50
06:55,3.00,66.47,39.73,12.94,61.93,63.60,203.73,0.00,0.00,47.87,33.00,8.73,17.47,60.20,46.79,37.87,120.28,20.27,0.00,50.20,1.00,2.73,364.96,25.56,67.59,487.73,144.10,86.73,507.33,42.73,586.43,157.26,486.53,10.87,65.24,22.47,278.86,226.26,318.82,231.60,232.47,421.80,26.47,179.06,3.90,165.20,18.47,91.61,137.39,2.09,43.50,61.00,40.14,290.06,33.23
06:56,0.38,58.53,61.33,0.00,27.13,27.80,174.40,13.21,0.17,30.53,39.80,19.07,1.87,57.67,87.71,54.33,153.44,9.80,0.75,93.07,0.52,0.59,379.96,20.17,80.50,347.93,105.20,56.67,617.60,35.60,506.57,113.00,456.07,12.93,84.65,8.87,250.82,234.05,312.88,239.27,275.06,409.00,34.67,99.29,23.40,216.90,13.47,54.44,172.21,13.95,45.19,59.71,53.92,332.35,54.00
06:57,15.00,56.60,85.80,9.25,29.00,35.87,141.73,1.21,0.00,33.13,42.87,28.13,0.00,56.53,197.71,30.67,93.44,31.60,6.44,152.07,0.31,12.91,374.70,33.42,74.14,241.47,156.60,56.33,687.20,57.53,499.14,100.43,301.13,11.87,35.65,39.07,359.82,291.89,174.71,299.80,264.06,510.93,131.80,78.06,93.90,250.25,14.03,46.53,215.88,14.18,63.86,95.50,27.64,259.35,37.55
06:58,87.85,33.13,25.60,22.00,19.60,42.07,153.93,0.00,7.22,49.87,35.53,15.93,0.00,40.93,264.21,59.67,72.67,13.93,3.75,199.67,1.83,33.55,233.48,16.75,103.77,201.93,119.60,145.40,771.80,39.09,514.64,34.35,249.73,22.93,63.12,35.47,382.32,161.47,209.24,265.73,298.06,560.27,151.93,112.24,87.35,218.95,21.42,79.00,169.67,10.82,49.06,89.00,39.81,147.59,162.64
06:59,21.31,83.07,109.53,4.00,35.53,27.67,37.67,1.43,14.78,95.27,69.33,27.13,4.80,94.67,255.79,63.20,92.11,2.33,11.19,202.20,4.76,15.77,142.78,18.78,109.55,245.67,85.70,132.20,680.53,24.31,578.36,25.00,188.80,0.00,37.00,94.40,377.00,211.47,146.59,239.53,157.76,691.40,134.53,105.53,133.30,360.40,38.28,103.72,178.00,5.82,71.97,96.42,31.75,191.53,31.82
